gt_pothole_id,frame_id,x1,y1,x2,y2
P2,152,736,566,825,602
P2,153,739,566,821,599
P2,154,739,563,823,597
P2,155,738,561,827,597
P2,156,739,560,825,595
P2,157,740,558,826,593
P2,158,739,555,828,591
P2,159,739,552,828,588
P2,160,740,551,827,586
P2,161,740,549,829,585
P2,162,740,548,829,584
P2,163,741,547,827,582
P2,164,740,545,831,582
P2,165,741,544,830,580
P2,166,740,540,833,577
P2,167,739,539,833,577
P2,168,740,538,833,575
P2,169,741,536,834,573
P2,170,742,534,836,572
P2,171,742,532,835,569
P2,172,743,528,837,566
P2,173,744,524,837,561
P2,174,744,523,840,562
P2,175,744,520,840,559
P2,176,746,517,842,556
P2,177,746,515,844,555
P2,178,749,511,843,549
P2,179,750,507,846,546
P2,180,750,505,850,546
P2,181,752,504,848,543
P2,182,751,502,851,543
P2,183,749,499,851,540
P2,184,750,495,850,536
P2,185,750,492,852,533
P2,186,749,489,851,530
P2,187,750,485,852,526
P2,188,748,481,852,523
P2,189,748,478,852,520
P2,190,747,473,853,516
P2,191,745,471,853,515
P2,192,745,467,853,511
P2,193,744,465,852,509
P2,194,744,460,852,504
P2,195,743,457,854,502
P2,196,742,456,853,501
P2,197,743,454,851,498
P2,198,743,449,854,494
P2,199,743,446,854,491
P2,200,742,445,855,491
P2,201,757,447,844,479
P2,202,757,444,846,477
P2,203,758,441,847,474
P2,204,758,439,847,472
P2,205,760,436,847,468
P2,206,760,431,849,464
P2,207,760,429,851,462
P2,208,764,427,851,459
P2,209,763,423,852,456
P2,210,765,422,854,455
P2,211,766,420,855,453
P2,212,768,419,855,451
P2,213,767,416,856,449
P2,214,765,414,859,449
P2,215,763,412,861,448
P2,216,763,410,863,447
P2,217,763,408,863,445
P2,218,763,406,865,443
P2,219,762,403,866,441
P2,220,762,402,864,439
P2,221,760,400,864,438
P2,222,760,397,864,435
P2,223,760,396,864,434
P2,224,760,394,864,432
P2,225,759,393,865,432
P2,226,759,392,865,431
P2,227,759,392,863,430
P2,228,759,392,863,430
P2,229,759,392,863,430
P2,230,761,390,865,428
P2,231,762,389,866,427
P2,232,762,389,866,427
P2,233,763,389,867,427
P2,234,762,388,868,427
P2,235,764,388,870,427
P2,236,765,385,873,425
P2,237,770,386,874,424
P2,238,769,383,875,422
P2,239,770,381,878,421
P2,240,772,381,880,421
P2,241,776,381,880,419
P2,242,776,378,884,418
P2,243,779,379,885,418
P2,244,781,378,885,416
P2,245,784,378,886,415
P2,246,785,377,889,415
P2,247,784,376,890,415
P2,248,786,377,890,415
P2,249,787,376,891,414
P2,250,787,375,891,413
P2,251,787,373,891,411
P2,252,786,372,892,411
P2,253,785,371,891,410
P2,254,784,370,892,410
P2,255,783,369,891,409
P2,256,783,367,891,407
P2,257,785,365,889,403
P2,258,784,360,886,397
P2,259,785,362,887,399
P2,260,782,359,884,396
P2,261,781,358,881,395
P2,262,780,356,878,392
P2,263,778,353,880,390
P2,264,776,352,880,390
P2,265,775,351,877,388
P2,266,777,352,877,389
P2,267,774,350,874,387
P2,268,773,348,871,384
P2,269,774,348,870,383
P2,270,773,346,869,381
P2,271,773,345,869,380
P2,272,772,343,868,378
P2,273,771,342,869,378
P2,274,770,341,866,376
P2,275,769,340,865,375
P2,276,768,337,864,372
P2,277,767,337,863,372
P2,278,766,334,862,369
P2,279,766,333,862,368
P2,280,765,332,861,367
P2,281,765,329,865,366
P2,282,764,328,860,363
P2,283,762,326,860,362
P2,284,761,325,857,360
P2,285,760,324,856,359
P2,286,759,322,855,357
P2,287,757,321,855,357
P2,288,755,320,851,355
P2,289,751,317,853,354
P2,290,750,318,848,354
P2,291,748,314,848,351
P2,292,745,315,843,351
P2,293,743,314,839,349
P2,294,741,311,839,347
P2,295,738,311,836,347
P2,296,734,310,832,346
P2,297,731,309,827,344
P2,298,728,308,824,343
P2,299,725,306,821,341
P2,300,722,304,818,339
P2,301,682,289,854,355
P2,302,678,289,853,356
P2,303,676,289,848,355
P2,304,670,287,849,356
P2,305,670,287,842,353
P2,306,666,286,838,352
P2,307,666,286,835,351
P2,308,661,284,833,350
P2,309,658,283,830,349
P2,310,655,282,827,348
P2,311,652,281,824,347
P2,312,649,280,821,346
P2,313,646,279,818,345
P2,314,642,278,817,345
P2,315,639,276,814,343
P2,316,636,275,811,342
P2,317,635,276,807,342
P2,318,630,273,805,340
P2,319,628,273,803,340
P2,320,625,271,800,338
P2,321,622,271,797,338
P2,322,618,267,797,336
P2,323,615,267,790,334
P2,324,611,263,790,332
P2,325,609,262,784,329
P2,326,604,260,783,329
P2,327,601,257,780,326
P2,328,597,255,780,325
P2,329,595,255,774,324
P2,330,592,253,771,322
P2,331,590,252,769,321
P2,332,588,252,767,321
P2,333,586,252,765,321
P2,334,584,251,763,320
P2,335,582,252,761,321
P2,336,581,252,760,321
P2,337,579,251,758,320
P2,338,579,251,758,320
P2,339,579,252,754,319
P2,340,577,251,756,320
P2,341,577,251,752,318
P2,342,575,250,754,319
P2,343,573,249,752,318
P2,344,573,250,752,319
P2,345,574,250,749,317
P2,346,573,250,748,317
P2,347,573,250,748,317
P2,348,573,251,748,318
P2,349,572,250,747,317
P2,350,573,250,748,317
P2,351,573,250,748,317
P2,352,573,251,748,318
P2,353,574,252,749,319
P2,354,572,252,751,321
P2,355,574,253,749,320
P2,356,574,253,753,322
P2,357,574,254,753,323
P2,358,576,256,751,323
P2,359,576,257,755,326
P2,360,577,258,752,325
P2,361,578,259,757,328
P2,362,578,260,757,329
P2,363,580,261,755,328
P2,364,580,262,759,331
P2,365,580,263,763,333
P2,366,583,266,762,335
P2,367,585,267,760,334
P2,368,586,268,765,337
P2,369,587,270,766,339
P2,370,588,272,767,341
P2,371,590,274,769,343
P2,372,593,277,768,344
P2,373,595,279,770,346
P2,374,596,280,775,349
P2,375,599,283,774,350
P2,376,601,285,776,352
P2,377,602,286,781,355
P2,378,604,288,783,357
P2,379,607,291,782,358
P2,380,610,294,785,361
P2,381,612,296,791,365
P2,382,615,299,790,366
P2,383,616,302,795,371
P2,384,618,304,797,373
P2,385,621,308,796,375
P2,386,622,311,801,380
P2,387,624,313,799,380
P2,388,626,316,801,383
P2,389,627,319,806,388
P2,390,629,322,804,389
P2,391,632,326,807,393
P2,392,633,328,808,395
P2,393,635,332,810,399
P2,394,635,334,814,403
P2,395,637,338,812,405
P2,396,639,342,814,409
P2,397,641,350,813,416
P2,398,640,350,815,417
P2,399,643,358,812,423
P2,400,644,359,816,425
P2,401,646,367,811,430
P2,402,651,370,816,433
P2,403,648,375,817,440
P2,404,650,377,819,442
P2,405,650,383,819,448
P2,406,650,384,822,450
P2,407,652,391,817,454
P2,408,653,391,822,456
P2,409,651,394,823,460
P2,410,651,395,823,461
P2,411,651,399,823,465
P2,412,650,402,825,469
P2,413,650,405,825,472
P2,414,650,407,825,474
P2,415,650,410,825,477
P2,416,648,416,823,483
P2,417,649,423,821,489
P2,418,646,423,821,490
P2,419,647,424,822,491
P2,420,646,426,825,495
P2,421,645,432,820,499
P2,422,644,438,819,505
P2,423,642,442,821,511
P2,424,641,450,820,519
P2,425,637,456,820,526
P2,426,631,464,821,537
P2,427,627,476,810,546
P2,428,622,485,808,556
P2,429,615,495,801,566
P2,430,609,504,799,577
P2,431,604,515,794,588
P2,432,598,526,792,600
P2,433,592,536,790,612
P2,434,590,546,788,622
P2,435,588,557,786,633
P2,436,588,567,786,643
P2,437,584,575,786,652
P2,438,585,585,787,662
P2,439,588,594,794,673
P2,440,593,603,803,683
P2,441,603,622,795,706
P2,442,612,630,808,716
P2,443,623,639,819,725
P2,444,636,648,832,734
P2,445,647,658,843,744
P2,446,659,668,855,754
P2,447,668,675,868,762
P2,448,681,685,877,771
P2,449,691,696,887,782
P2,450,699,702,903,791
P2,451,706,713,914,804
P2,452,717,726,925,817
P2,453,726,737,938,830
P2,454,736,749,948,842
P2,455,744,761,960,856
P2,456,754,771,975,867
P2,457,763,783,988,881
P2,458,776,796,1001,894
P2,459,791,810,1012,906
P2,460,799,824,1024,922
P3,1,564,174,670,195
P3,2,565,178,669,199
P3,3,566,179,672,200
P3,4,568,183,672,204
P3,5,569,188,673,209
P3,6,569,191,675,212
P3,7,569,195,675,216
P3,8,569,199,675,220
P3,9,570,203,674,224
P3,10,570,208,676,229
P3,11,570,212,676,233
P3,12,571,216,677,237
P3,13,572,221,678,242
P3,14,573,225,679,246
P3,15,573,230,679,251
P3,16,575,239,679,260
P3,17,576,243,682,264
P3,18,576,252,682,273
P3,19,578,257,682,278
P3,20,579,265,685,286
P3,21,581,274,685,295
P3,22,582,283,688,304
P3,23,585,292,689,313
P3,24,586,304,692,325
P3,25,589,313,695,334
P3,26,591,326,697,347
P3,27,595,339,699,360
P3,28,597,351,703,372
P3,29,599,364,703,385
P3,30,602,377,708,398
P3,31,604,390,710,411
P3,32,607,403,711,424
P3,33,611,415,715,436
P3,34,612,427,716,448
P3,35,614,437,718,458
P3,36,618,447,722,468
P3,37,620,459,724,480
P3,38,622,467,726,488
P3,39,624,475,728,496
P3,40,627,484,731,505
P3,41,629,492,733,513
P3,42,631,501,735,522
P3,43,632,510,736,531
P3,44,634,518,738,539
P3,45,635,526,739,547
P3,46,636,533,740,554
P3,47,638,538,742,559
P3,48,639,547,743,568
P3,49,641,552,745,573
P3,50,641,557,747,578
P3,51,643,564,747,585
P3,52,644,568,748,589
P3,53,645,573,749,594
P3,54,646,578,750,599
P3,55,647,583,751,604
P3,56,648,587,752,608
P3,57,650,592,754,613
P3,58,650,596,754,617
P3,59,651,599,755,620
P3,60,652,602,756,623
P3,61,653,606,757,627
P3,62,654,606,758,627
P3,63,654,610,758,631
P3,64,655,611,759,632
P3,65,655,613,759,634
P3,66,656,616,760,637
P3,67,656,616,762,637
P3,68,655,619,761,640
P3,69,657,620,761,641
P3,70,657,620,761,641
P3,71,657,623,761,644
P3,72,658,624,762,645
P3,73,658,624,762,645
P3,74,658,625,764,646
P3,75,658,625,764,646
P3,76,659,626,763,647
P3,77,658,627,762,648
P3,78,658,627,762,648
P3,79,658,627,762,648
P3,80,658,627,762,648
P3,81,658,626,762,647
P3,82,658,626,762,647
P3,83,658,625,762,646
P3,84,658,625,762,646
P3,85,658,625,762,646
P3,86,658,622,762,643
P3,87,657,623,761,644
P3,88,656,623,760,644
P3,89,656,622,760,643
P3,90,657,620,761,641
P3,91,656,621,760,642
P3,92,657,619,761,640
P3,93,657,618,761,639
P3,94,656,618,760,639
P3,95,657,614,761,635
P3,96,657,615,761,636
P3,97,657,612,761,633
P3,98,656,612,760,633
P3,99,657,610,761,631
P3,100,657,610,761,631
P3,101,657,607,761,628
P3,102,657,608,761,629
P3,103,658,604,762,625
P3,104,657,605,761,626
P3,105,658,602,762,623
P3,106,658,602,762,623
P3,107,658,599,762,620
P3,108,658,600,762,621
P3,109,658,597,762,618
P3,110,658,597,762,618
P3,111,659,594,763,615
P3,112,659,594,763,615
P3,113,660,591,764,612
P3,114,660,591,764,612
P3,115,660,589,764,610
P3,116,661,588,763,608
P3,117,661,585,765,606
P3,118,661,585,765,606
P3,119,661,583,765,604
P3,120,660,582,766,603
P3,121,660,580,764,601
P3,122,661,580,765,601
P3,123,661,577,765,598
P3,124,660,577,766,598
P3,125,661,574,765,595
P3,126,661,574,765,595
P3,127,661,574,765,595
P3,128,662,572,766,593
P3,129,663,569,767,590
P3,130,664,568,770,589
P3,131,665,567,771,588
P3,132,665,566,771,587
P3,133,666,564,772,585
P3,134,667,564,773,585
P3,135,667,561,773,582
P3,136,668,560,776,581
P3,137,669,557,777,578
P3,138,668,556,780,578
P3,139,670,553,778,574
P3,140,673,554,779,575
P3,141,672,550,780,571
P3,142,674,549,784,571
P3,143,675,546,785,568
P3,144,677,545,789,567
P3,145,677,544,789,566
P3,146,679,541,789,563
P3,147,683,541,793,563
P3,148,685,541,797,563
P3,149,686,541,796,563
P3,150,686,540,801,563
P3,151,686,537,798,559
P3,152,688,537,803,560
P3,153,689,535,801,557
P3,154,688,533,807,557
P3,155,687,533,806,557
P3,156,689,530,804,553
P3,157,690,528,805,551
P3,158,690,524,805,547
P3,159,691,523,806,546
P3,160,690,519,807,542
P3,161,690,518,807,541
P3,162,688,516,810,540
P3,163,689,514,808,538
P3,164,689,513,811,537
P3,165,688,510,810,534
P3,166,689,510,811,534
P3,167,689,507,811,531
P3,168,689,506,813,531
P3,169,689,501,811,525
P3,170,689,500,813,525
P3,171,689,497,813,522
P3,172,689,493,813,518
P3,173,690,489,814,514
P3,174,690,488,817,513
P3,175,690,485,817,510
P3,176,691,480,818,505
P3,177,691,479,820,505
P3,178,692,474,819,499
P3,179,694,471,821,496
P3,180,695,468,822,493
P3,181,695,466,824,492
P3,182,694,462,823,488
P3,183,693,460,825,486
P3,184,691,457,825,484
P3,185,691,454,823,480
P3,186,693,450,822,476
P3,187,691,446,823,472
P3,188,690,442,824,469
P3,189,689,438,823,465
P3,190,688,434,822,461
P3,191,687,429,821,456
P3,192,687,426,821,453
P3,193,684,423,824,451
P3,194,684,418,821,445
P3,195,682,415,825,443
P3,196,682,412,819,439
P3,197,682,410,822,438
P3,198,682,406,822,434
P3,199,684,402,818,429
P3,200,688,401,817,427
P3,201,674,397,820,433
P3,202,674,395,817,430
P3,203,675,390,818,425
P3,204,675,386,818,421
P3,205,676,385,819,420
P3,206,674,378,823,415
P3,207,674,377,820,413
P3,208,674,372,823,409
P3,209,675,370,824,407
P3,210,676,365,825,402
P3,211,675,364,827,401
P3,212,675,363,827,400
P3,213,674,360,829,398
P3,214,674,358,826,395
P3,215,672,355,830,394
P3,216,672,351,827,389
P3,217,672,351,827,389
P3,218,672,347,830,386
P3,219,670,344,828,383
P3,220,670,341,828,380
P3,221,668,339,826,378
P3,222,664,335,828,376
P3,223,664,335,825,375
P3,224,663,332,827,373
P3,225,662,331,826,372
P3,226,660,327,828,368
P3,227,660,327,824,368
P3,228,659,326,827,367
P3,229,659,326,823,367
P3,230,659,323,827,364
P3,231,659,321,827,362
P3,232,657,319,828,361
P3,233,657,320,828,362
P3,234,657,318,828,360
P3,235,657,317,831,360
P3,236,658,313,829,355
P3,237,658,312,832,355
P3,238,658,310,832,353
P3,239,659,308,833,351
P3,240,659,307,833,350
P3,241,660,305,834,348
P3,242,661,302,835,345
P3,243,660,302,838,346
P3,244,662,301,836,344
P3,245,660,299,838,343
P3,246,660,298,838,342
P3,247,661,298,835,341
P3,248,660,296,838,340
P3,249,659,295,837,339
P3,250,660,294,834,337
P3,251,657,291,839,336
P3,252,655,290,837,335
P3,253,652,288,837,334
P3,254,650,287,835,333
P3,255,650,285,832,330
P3,256,647,282,832,328
P3,257,644,280,829,326
P3,258,638,272,834,320
P3,259,636,273,836,322
P3,260,636,272,825,319
P3,261,634,271,823,318
P3,262,632,267,821,314
P3,263,630,265,819,312
P3,264,629,264,814,310
P3,265,625,262,814,309
P3,266,623,261,816,309
P3,267,621,260,814,308
P3,268,619,257,812,305
P3,269,616,255,812,303
P3,270,614,254,810,302
P3,271,613,253,809,301
P3,272,612,252,808,300
P3,273,611,251,807,299
P3,274,609,249,805,297
P3,275,607,247,803,295
P3,276,606,246,802,294
P3,277,604,244,800,292
P3,278,604,243,800,291
P3,279,602,241,798,289
P3,280,601,240,797,288
P3,281,599,238,795,286
P3,282,598,236,794,284
P3,283,597,236,793,284
P3,284,595,234,791,282
P3,285,592,233,788,281
P3,286,589,231,789,280
P3,287,586,230,786,279
P3,288,585,229,781,277
P3,289,583,227,779,275
P3,290,580,225,780,274
P3,291,577,224,777,273
P3,292,576,224,772,272
P3,293,572,223,768,271
P3,294,568,221,768,270
P3,295,566,221,762,269
P3,296,563,220,759,268
P3,297,559,217,755,265
P3,298,555,216,755,265
P3,299,552,216,748,264
P3,300,549,214,745,262
P3,301,545,213,745,262
P3,302,543,213,739,261
P3,303,541,212,737,260
P3,304,535,211,735,260
P3,305,532,210,732,259
P3,306,529,210,729,259
P3,307,526,209,726,258
P3,308,522,208,722,257
P3,309,519,208,719,257
P3,310,516,206,716,255
P3,311,514,206,714,255
P3,312,510,204,710,253
P3,313,507,202,707,251
P3,314,502,201,706,251
P3,315,501,201,701,250
P3,316,496,200,700,250
P3,317,492,198,696,248
P3,318,490,198,694,248
P3,319,489,198,689,247
P3,320,486,196,686,245
P3,321,480,194,684,244
P3,322,478,193,682,243
P3,323,474,191,678,241
P3,324,470,190,674,240
P3,325,467,188,671,238
P3,326,463,185,672,236
P3,327,461,185,665,235
P3,328,458,183,662,233
P3,329,455,181,659,231
P3,330,452,180,656,230
P3,331,450,179,654,229
P3,332,447,179,651,229
P3,333,445,178,649,228
P3,334,443,179,647,229
P3,335,442,179,646,229
P3,336,440,179,644,229
P3,337,439,178,643,228
P3,338,437,178,641,228
P3,339,436,177,640,227
P3,340,435,177,639,227
P3,341,434,177,638,227
P3,342,433,177,637,227
P3,343,432,177,636,227
P3,344,431,176,635,226
P3,345,431,176,635,226
P3,346,430,176,634,226
P3,347,430,176,634,226
P3,348,430,176,634,226
P3,349,430,176,634,226
P3,350,429,176,633,226
P3,351,429,176,633,226
P3,352,429,177,633,227
P3,353,429,178,633,228
P3,354,430,179,634,229
P3,355,430,179,634,229
P3,356,431,180,635,230
P3,357,431,181,635,231
P3,358,432,182,636,232
P3,359,432,183,636,233
P3,360,433,184,637,234
P3,361,434,185,638,235
P3,362,435,186,639,236
P3,363,436,187,640,237
P3,364,438,189,642,239
P3,365,438,190,642,240
P3,366,440,192,644,242
P3,367,441,194,645,244
P3,368,442,196,646,246
P3,369,444,197,648,247
P3,370,446,199,650,249
P3,371,447,201,651,251
P3,372,449,203,653,253
P3,373,453,205,653,254
P3,374,454,209,658,259
P3,375,456,210,660,260
P3,376,459,212,659,261
P3,377,460,213,664,263
P3,378,462,216,666,266
P3,379,465,219,669,269
P3,380,469,221,669,270
P3,381,473,224,673,273
P3,382,472,226,681,277
P3,383,475,230,684,281
P3,384,478,232,682,282
P3,385,480,235,684,285
P3,386,483,239,687,289
P3,387,483,241,687,291
P3,388,484,243,693,294
P3,389,487,246,691,296
P3,390,489,249,693,299
P3,391,491,253,695,303
P3,392,493,255,697,305
P3,393,495,259,699,309
P3,394,495,261,704,312
P3,395,499,266,703,316
P3,396,499,269,708,320
P3,397,500,274,709,325
P3,398,503,279,707,329
P3,399,503,282,712,333
P3,400,506,287,710,337
P3,401,505,290,714,341
P3,402,506,295,715,346
P3,403,509,299,713,349
P3,404,511,302,715,352
P3,405,512,306,721,357
P3,406,512,310,721,361
P3,407,512,314,721,365
P3,408,513,317,717,367
P3,409,514,319,718,369
P3,410,514,321,718,371
P3,411,515,324,719,374
P3,412,516,327,720,377
P3,413,514,330,723,381
P3,414,514,332,723,383
P3,415,515,335,719,385
P3,416,514,340,718,390
P3,417,514,346,718,396
P3,418,515,348,715,397
P3,419,513,348,717,398
P3,420,510,349,719,400
P3,421,509,354,718,405
P3,422,507,358,716,409
P3,423,505,364,714,415
P3,424,503,369,712,420
P3,425,500,377,709,428
P3,426,494,384,707,436
P3,427,488,393,701,445
P3,428,481,402,694,454
P3,429,472,410,689,463
P3,430,466,419,683,472
P3,431,458,428,675,481
P3,432,451,437,672,492
P3,433,444,446,670,502
P3,434,441,456,667,512
P3,435,438,465,668,522
P3,436,433,472,668,530
P3,437,430,481,660,538
P3,438,429,485,664,543
P3,439,434,495,664,552
